48	13529	422024	31.19	0	149	13529	1137558	84.08	0	278	1.07781916214877
49	23228	1076855	46.36	0	221	23228	4431856	190.8	0	399	1.68824874544715
145532	7124	14478	2.03	0	49	7124	261429	36.7	0	94	3.82336847610615
147273	6271	14717	2.35	0	43	6271	200184	31.92	0	65	3.41086803521809
163131	5259	9193	1.75	0	60	5259	175726	33.41	0	133	3.90199320106339
164865	5621	37992	6.76	0	78	5621	230767	41.05	0	138	2.24942711594373
164983	5874	44567	7.59	0	67	5874	229866	39.13	0	107	2.01324336504607
165792	8333	33183	3.98	0	103	8333	372297	44.68	0	105	3.13592889550041
165998	5271	36032	6.84	0	97	5271	185989	35.29	0	137	2.01433124545457
166105	6159	59031	9.58	0	35	6159	185685	30.15	0	79	1.30120048661201
166507	5231	5170	0.99	0	33	5231	177269	33.89	0	65	4.74442734696513
166597	6642	69304	10.43	0	260	6642	290337	43.71	0	388	1.71436426582665
166959	6112	19709	3.22	0	44	6112	239963	39.26	0	87	3.2550676249123
167821	5349	36352	6.8	0	94	5349	172689	32.28	0	93	1.89417397270083
173295	6538	23755	3.63	0	77	6538	226967	34.72	0	120	2.90486554000948
173377	10547	162600	15.42	0	246	10547	524392	49.72	0	355	1.3361635766982
173444	9008	14521	1.61	0	42	9008	304037	33.75	0	129	4.03689495427168
173465	9750	5694	0.58	0	32	9750	315111	32.32	0	87	5.44737053318497
173466	7735	67276	8.7	0	118	7735	349597	45.2	0	138	2.02437551212721
173717	8590	57056	6.64	0	91	8590	338935	39.46	0	155	2.21827585493738
173800	5236	9180	1.75	0	46	5236	188108	35.93	0	89	4.00690215373058
173832	5646	85462	15.14	0	99	5646	244508	43.31	0	128	1.16347501264258
173884	7546	24904	3.3	0	61	7546	257245	34.09	0	84	3.01595071545488
174030	6781	20704	3.05	0	94	6781	209841	30.95	0	139	2.99019830721212
174053	6142	14598	2.38	0	57	6142	197520	32.16	0	64	3.40337397343173
174116	5461	8877	1.63	0	26	5461	186839	34.21	0	62	4.03861428009757
174198	5707	122083	21.39	0	171	5707	394051	69.05	0	370	1.33784497754112
174270	11022	23987	2.18	0	35	11022	387356	35.14	0	137	3.6578541967922
174293	5648	13401	2.37	0	46	5648	193909	34.33	0	106	3.50365093861974
174304	6598	17907	2.71	0	35	6598	229374	34.76	0	86	3.32820337102128
174313	5739	72716	12.67	0	134	5739	258293	45.01	0	255	1.47596908580549
175209	6644	11615	1.75	0	14	6644	264365	39.79	0	116	4.15411911742216
175720	6116	121894	19.93	0	315	6116	350048	57.23	0	445	1.16896994227066
176205	5211	35801	6.87	0	87	5211	230140	44.16	0	124	2.33149821352082
176339	5494	31991	5.82	0	49	5494	223398	40.66	0	106	2.45165920249719
